age_bucket,workclass,education-num_bucket,marital-status,occupation,relationship,race,sex,hours-per-week_bucket,capital-gain_bucket,capital-loss_bucket,native-country_group,income
65+,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,high,United-States,>50K
65+,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,high,United-States,>50K
65+,State-gov,09_hs_grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,high,United-States,>50K
65+,Federal-gov,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,36-40,none,high,United-States,>50K
65+,Private,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,high,United-States,>50K
55-64,missing,13_bachelors,Married-civ-spouse,missing,Husband,Asian-Pac-Islander,Male,21-35,none,high,Other,<=50K
65+,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,high,United-States,<=50K
65+,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,1-20,none,high,United-States,<=50K
35-44,Private,03_grade_5_6,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,61+,none,high,Other,<=50K
17-24,Self-emp-not-inc,07_grade_11,Married-civ-spouse,Craft-repair,Own-child,White,Male,51-60,none,high,United-States,<=50K
35-44,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Federal-gov,10_12_some_college_assoc,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,36-40,none,high,Asia,<=50K
55-64,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,51-60,none,high,Asia,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Wife,White,Female,51-60,none,high,North-America-other,<=50K
35-44,Private,07_grade_11,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,1-20,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Wife,White,Female,36-40,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,51-60,none,high,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,high,United-States,<=50K
45-54,Local-gov,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,1-20,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,high,United-States,<=50K
35-44,Federal-gov,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Local-gov,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,51-60,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,51-60,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,Europe,<=50K
35-44,Private,06_grade_10,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1-20,none,high,United-States,<=50K
35-44,Private,07_grade_11,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,high,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,high,United-States,<=50K
35-44,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Husband,White,Male,1-20,none,high,United-States,<=50K
25-34,Private,04_grade_7_8,Married-civ-spouse,Farming-fishing,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,07_grade_11,Married-civ-spouse,Craft-repair,Husband,White,Male,21-35,none,high,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Protective-serv,Husband,White,Male,21-35,none,high,United-States,<=50K
45-54,Local-gov,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Local-gov,09_hs_grad,Married-civ-spouse,Other-service,Husband,White,Male,41-50,none,high,United-States,<=50K
55-64,Private,04_grade_7_8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,07_grade_11,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Federal-gov,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,36-40,none,high,Asia,<=50K
35-44,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,high,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Protective-serv,Husband,White,Male,36-40,none,high,Europe,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,high,United-States,<=50K
55-64,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,high,United-States,<=50K
45-54,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,21-35,none,high,United-States,<=50K
25-34,missing,13_bachelors,Married-civ-spouse,missing,Husband,White,Male,36-40,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,51-60,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,36-40,none,high,United-States,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,51-60,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,high,United-States,<=50K
25-34,Self-emp-inc,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,high,United-States,<=50K
45-54,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,high,United-States,<=50K
17-24,missing,09_hs_grad,Never-married,missing,Unmarried,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Adm-clerical,Unmarried,White,Male,41-50,none,high,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Unmarried,White,Male,36-40,none,high,United-States,<=50K
35-44,Federal-gov,14_16_graduate,Divorced,Adm-clerical,Not-in-family,White,Male,51-60,none,high,United-States,<=50K
25-34,Private,07_grade_11,Never-married,Craft-repair,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Tech-support,Not-in-family,White,Female,21-35,none,high,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Adm-clerical,Own-child,Black,Male,36-40,none,high,United-States,<=50K
55-64,missing,09_hs_grad,Separated,missing,Not-in-family,Black,Female,36-40,none,high,United-States,<=50K
35-44,Self-emp-not-inc,10_12_some_college_assoc,Divorced,Craft-repair,Not-in-family,White,Male,41-50,none,high,United-States,<=50K
45-54,Self-emp-not-inc,09_hs_grad,Widowed,Craft-repair,Not-in-family,White,Male,21-35,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Craft-repair,Not-in-family,White,Male,41-50,none,high,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,White,Female,36-40,none,high,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
55-64,Federal-gov,13_bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,61+,none,high,United-States,<=50K
17-24,Local-gov,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,36-40,none,high,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Adm-clerical,Own-child,White,Male,36-40,none,high,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Not-in-family,White,Male,41-50,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Separated,Adm-clerical,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Other-service,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Farming-fishing,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Never-married,Other-service,Not-in-family,Black,Female,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,36-40,none,high,Asia,<=50K
35-44,Private,13_bachelors,Divorced,Sales,Not-in-family,White,Female,61+,none,high,United-States,<=50K
25-34,Self-emp-not-inc,13_bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,51-60,none,high,United-States,<=50K
25-34,Federal-gov,09_hs_grad,Never-married,Craft-repair,Not-in-family,Black,Male,36-40,none,high,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Transport-moving,Not-in-family,White,Male,41-50,none,high,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Separated,Exec-managerial,Not-in-family,White,Male,41-50,none,high,Europe,<=50K
35-44,Private,13_bachelors,Divorced,Sales,Not-in-family,White,Male,51-60,none,high,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Tech-support,Not-in-family,White,Female,21-35,none,high,United-States,<=50K
35-44,Federal-gov,09_hs_grad,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
35-44,Private,06_grade_10,Widowed,Other-service,Not-in-family,Black,Female,36-40,none,high,United-States,<=50K
55-64,Private,14_16_graduate,Divorced,Adm-clerical,Not-in-family,White,Female,41-50,none,high,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,41-50,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Transport-moving,Own-child,White,Male,51-60,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Sales,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,36-40,none,high,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Transport-moving,Own-child,White,Male,36-40,none,high,United-States,<=50K
55-64,Private,10_12_some_college_assoc,Divorced,Exec-managerial,Not-in-family,White,Female,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Other-service,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,09_hs_grad,Never-married,Adm-clerical,Not-in-family,White,Male,36-40,none,high,United-States,<=50K
25-34,Private,06_grade_10,Never-married,Sales,Other-relative,White,Male,36-40,none,high,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,medium,United-States,>50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Husband,White,Male,51-60,none,medium,United-States,>50K
35-44,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,61+,none,medium,United-States,>50K
45-54,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,medium,United-States,>50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,medium,United-States,>50K
35-44,Self-emp-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,41-50,none,medium,United-States,>50K
35-44,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,61+,none,medium,United-States,>50K
25-34,Self-emp-inc,09_hs_grad,Married-civ-spouse,Sales,Wife,White,Female,21-35,none,medium,United-States,>50K
45-54,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,36-40,none,medium,United-States,>50K
45-54,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,medium,United-States,>50K
35-44,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,medium,United-States,>50K
35-44,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,medium,United-States,>50K
35-44,Federal-gov,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,medium,United-States,>50K
45-54,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,medium,United-States,>50K
35-44,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,medium,United-States,>50K
45-54,Self-emp-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,51-60,none,medium,United-States,>50K
55-64,Self-emp-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,medium,United-States,>50K
45-54,Private,14_16_graduate,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,medium,United-States,>50K
35-44,Local-gov,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,medium,United-States,>50K
55-64,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,medium,United-States,>50K
45-54,Private,06_grade_10,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,medium,United-States,>50K
25-34,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,Black,Male,36-40,none,medium,United-States,>50K
45-54,Local-gov,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,medium,United-States,>50K
55-64,Private,14_16_graduate,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,medium,United-States,>50K
35-44,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,medium,United-States,>50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,medium,United-States,>50K
45-54,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Wife,White,Female,36-40,none,medium,United-States,>50K
35-44,Private,09_hs_grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,medium,United-States,>50K
45-54,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,medium,United-States,>50K
25-34,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,36-40,none,medium,Asia,>50K
35-44,Self-emp-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,medium,United-States,>50K
55-64,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,medium,United-States,>50K
25-34,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,medium,United-States,>50K
